wR,wL
0.0,0.0
-0.00034906585039886593,0.0005235987755982988
-0.0006981317007977319,0.0010471975511965976
-0.0010471975511965976,0.0015707963267948967
-0.0013962634015954637,0.0020943951023931952
-0.0017453292519943296,0.002617993877991494
-0.0020943951023931952,0.0031415926535897933
-0.0024434609527920616,0.0036651914291880917
-0.0027925268031909274,0.0041887902047863905
-0.0031415926535897933,0.00471238898038469
-0.0034906585039886596,0.005235987755982989
-0.003839724354387526,0.005759586531581288
-0.004188790204786392,0.0062831853071795875
-0.004537856055185259,0.006806784082777888
-0.004886921905584125,0.007330382858376187
-0.005235987755982991,0.007853981633974487
-0.0055850536063818575,0.008377580409572784
-0.005934119456780724,0.008901179185171084
-0.00628318530717959,0.009424777960769385
-0.006632251157578457,0.009948376736367684
-0.006981317007977322,0.010471975511965981
-0.007330382858376188,0.010995574287564282
-0.0076794487087750544,0.011519173063162582
-0.008028514559173921,0.01204277183876088
-0.008377580409572788,0.01256637061435918
-0.008726646259971653,0.01308996938995748
-0.00907571211037052,0.01361356816555578
-0.009424777960769385,0.014137166941154078
-0.009773843811168251,0.014660765716752375
-0.010122909661567118,0.015184364492350676
-0.010471975511965985,0.015707963267948974
-0.010821041362364852,0.016231562043547275
-0.011170107212763717,0.016755160819145576
-0.011519173063162583,0.017278759594743873
-0.01186823891356145,0.017802358370342174
-0.012217304763960317,0.018325957145940472
-0.012566370614359184,0.01884955592153877
-0.012915436464758047,0.01937315469713707
-0.013264502315156914,0.01989675347273537
-0.01361356816555578,0.02042035224833367
-0.013962634015954645,0.02094395102393197
-0.014311699866353512,0.021467549799530267
-0.014660765716752379,0.02199114857512857
-0.015009831567151246,0.022514747350726866
-0.015358897417550112,0.023038346126325167
-0.015707963267948977,0.023561944901923464
-0.016057029118347846,0.024085543677521765
-0.01640609496874671,0.024609142453120066
-0.016755160819145576,0.025132741228718367
-0.017104226669544444,0.02565634000431666
-0.017453292519943306,0.026179938779914962
-0.017802358370342174,0.026703537555513263
-0.01815142422074104,0.02722713633111156
-0.018500490071139904,0.02775073510670986
-0.01884955592153877,0.02827433388230816
-0.019198621771937638,0.028797932657906457
-0.019547687622336503,0.029321531433504758
-0.01989675347273537,0.02984513020910306
-0.020245819323134236,0.030368728984701353
-0.0205948851735331,0.030892327760299654
-0.02094395102393197,0.031415926535897955
-0.021293016874330835,0.031939525311496256
-0.021642082724729703,0.03246312408709455
-0.02199114857512857,0.03298672286269285
-0.022340214425527433,0.03351032163829115
-0.0226892802759263,0.03403392041388945
-0.023038346126325167,0.03455751918948775
-0.023387411976724032,0.035081117965086055
-0.0237364778271229,0.03560471674068435
-0.024085543677521765,0.03612831551628265
-0.024434609527920634,0.036651914291880944
-0.024783675378319495,0.03717551306747925
-0.025132741228718367,0.03769911184307754
-0.02548180707911723,0.03822271061867585
-0.025830872929516094,0.03874630939427414
-0.026179938779914962,0.03926990816987244
-0.026529004630313827,0.03979350694547074
-0.026878070480712696,0.040317105721069044
