0,-1.71086086338083e-06,4.06961436701034e-16,-0.000170830119335833,-3.63932813637732e-11,2050.34773024856,1930.99376530423,-3.67231846012911e-11,0.924854380095362,-3.65360220708749e-14
0.001,-1.71086183718173e-06,4.06987803449923e-16,-0.000170830106828238,1.82196769166139e-15,1826.93667247575,1857.4473477023,0,0.986847187062035,-3.62898022588348e-14
0.002,-1.71094639118095e-06,4.07022365094004e-16,-0.000170838455586643,-2.86729101988474e-17,1890.70828327749,1824.33646167251,0,0.996688248692981,-3.61615191985044e-14
0.003,-1.71111435422373e-06,4.07084645001671e-16,-0.000170855152591094,-1.6773251191308e-15,2059.46774617443,1946.4042559912,0,0.975480648012339,-3.64040221139315e-14
0.004,-1.71136576447226e-06,4.07159227787015e-16,-0.000170880197859033,-3.50392155496247e-15,1885.03266531545,1805.51166170026,0,1.0054261648505,-3.66999118812129e-14
0.005,-1.71170065245765e-06,4.07253093282465e-16,-0.000170913591404568,-5.25571421086514e-15,1903.67926446315,1993.64518641077,0,1.05194345017422,-3.66629454313364e-14
0.006,-1.71211904259963e-06,4.07356015718796e-16,-0.000170955333238991,-7.12424427111293e-15,1964.6090914034,1896.80171152865,-7.1750293717304e-15,1.02609528932304,-3.6416120920205e-14
0.007,-1.71262095442423e-06,4.07480131796008e-16,-0.00017100542337133,-8.85781594928406e-15,1951.51689940488,2012.37942393549,-6.99458696523147e-15,1.03640261425025,-3.61500540153635e-14
0.008,-1.71320640355611e-06,4.07615011068314e-16,-0.000171063861808811,-1.07086080239499e-14,1990.50917327697,1860.32671516592,-7.55437179380365e-15,0.953367413159258,-3.63383035278734e-14
0.009,-1.71387540248355e-06,4.07766430698623e-16,-0.000171130648557215,-1.24942325006098e-14,1935.50836894944,1880.51286144915,-7.01074509590851e-15,1.04111640047069,-3.65119134165207e-14
0.01,-1.71462796118987e-06,4.0794063732041e-16,-0.000171205783621165,-1.42090368446257e-14,1818.29671528621,1816.82943976471,-7.08811595982159e-15,0.994360279746269,-3.66318808121561e-14
0.011,-1.71546408765655e-06,4.08126348669747e-16,-0.000171289267004359,-1.60490470693902e-14,1995.61844279465,1898.55114077451,-7.13256302590211e-15,0.954920721362476,-3.65935014417951e-14
0.012,-1.71638378826215e-06,4.08335045645535e-16,-0.000171381098709758,-1.77587718725114e-14,1923.26672918031,1827.91276795778,-7.53685454453167e-15,1.05891216543942,-3.65944931434089e-14
0.013,-1.71738706810677e-06,4.08561310967753e-16,-0.000171481278739729,-1.95274514301169e-14,1961.43480507922,1829.35992986812,-7.38751465496618e-15,0.949183682509616,-3.65980645759094e-14
0.014,-1.71847393125139e-06,4.08805208163482e-16,-0.000171589807096164,-2.12933871076466e-14,2157.81233117853,1946.95336504648,-7.39000265598171e-15,0.992384532575223,-3.62567767839973e-14
0.015,-1.71964438094169e-06,4.0906723186868e-16,-0.000171706683780581,-2.3051604781379e-14,2007.27687916512,1829.92712196817,-3.60606844234675e-14,1.00762732954701,-3.65373806491352e-14
0.016,-1.72089841976933e-06,4.09346667099302e-16,-0.00017183190879419,-2.48155310493135e-14,1958.69837949732,1888.76875366482,-3.68473251383899e-14,1.05494393860512,-3.68259787100731e-14
0.017,-1.72223604978997e-06,4.09649369960923e-16,-0.000171965482137962,-2.65114789390239e-14,1816.57819801835,1852.88517712101,-3.80239876956751e-14,0.94078723187373,-3.63733204053179e-14
0.018,-1.72365727264118e-06,4.09963982793166e-16,-0.000172107403812672,-2.83322748005811e-14,1961.70556324443,1847.69984749342,-3.73332646655026e-14,0.927779416791053,-3.62307198653397e-14
0.019,-1.725162089624e-06,4.10296320573551e-16,-0.000172257673818941,-3.00853308997208e-14,1977.1068924097,1807.20996772185,-4.05221199849679e-14,1.01534212205965,-3.64976121170359e-14
0.02,-1.73084878492616e-06,3.23840250132536e-09,-0.000179041480333072,-4.52424455789735e-08,1924.83332524607,2046.79762563336,-3.23399675489978e-08,1.05933907114425,-2.898802605299e-11
0.021,-1.73614106063411e-06,6.4704155297406e-09,-0.000185787075660917,-1.1571474815727e-07,2046.5503760166,1907.82992772196,-9.27069181942916e-08,1.02589069400829,-1.27040382523074e-10
0.022,-1.74153227877095e-06,9.7026342455251e-09,-0.000192542611238693,-1.13334363982746e-07,2148.29136632923,2051.82953858183,-9.98518136199425e-08,1.0105832383309,-2.250291863571e-10
0.023,-1.7470192606641e-06,1.29350161727317e-08,-0.000199307773047047,-1.11423650477802e-07,1970.33666185402,1745.75454100376,-9.45318480072805e-08,1.01429369196104,-3.16704875663587e-10
0.024,-1.75259945769772e-06,1.6167527258592e-08,-0.00020608230906776,-1.09889139112381e-07,1939.31836519465,1817.40760704021,-8.87525880610598e-08,0.927208259374851,-4.06536730509536e-10
0.025,-1.75827083057599e-06,1.9400140256935e-08,-0.000212866017422188,-1.08655361565752e-07,1952.81125835461,1848.19120020878,-8.8780395254951e-08,0.969293824459842,-4.97874473387653e-10
0.026,-1.76403174745841e-06,2.26328333665715e-08,-0.000219658736365463,-1.07661941489882e-07,1769.83746397613,1815.61357638536,-9.67059411276872e-08,1.03589067591576,-5.85407807256818e-10
0.027,-1.76988090245037e-06,2.58655891423382e-08,-0.000226460336279989,-1.06860577592818e-07,1855.35163062961,1928.82988456968,-9.14901246312981e-08,1.03143749280801,-6.72171905917908e-10
0.028,-1.77581725042952e-06,2.90983936239671e-08,-0.000233270713268458,-1.06212631165618e-07,1914.73656442537,1963.95249446476,-8.51490824361433e-08,1.04770344073282,-7.55036163197189e-10
0.029,-1.7818399548758e-06,3.23312356389321e-08,-0.000240089784026635,-1.05687189292221e-07,1876.74185410425,1802.99241589375,-8.75296360483244e-08,0.979435905992655,-8.43063697150678e-10
0.03,-1.78794834615817e-06,3.55641062450457e-08,-0.000246917481740051,-1.05259523073122e-07,1784.35385623064,1692.55632668771,-9.27078836944452e-08,1.06866378615311,-9.26970906422843e-10
0.031,-1.79414188814647e-06,3.87969982841972e-08,-0.000253753752799972,-1.04909848339777e-07,1735.701040173,1871.55034639424,-8.50450817056808e-08,0.918226097312916,-1.00909187550629e-09
0.032,-1.80042015151573e-06,4.20299060255971e-08,-0.000260598554174904,-1.04622338432101e-07,1922.593567745,1806.03606905443,-8.0766782458459e-08,1.02153173834985,-1.08989534770529e-09
0.033,-1.80678279238303e-06,4.5262824880376e-08,-0.00026745185130664,-1.04384332197263e-07,1999.5199597044,2076.52789454194,-9.7659621196426e-08,1.01676499435721,-1.1779358959119e-09
0.034,-1.8132295352153e-06,4.84957511730349e-08,-0.000274313616426052,-1.04185699995436e-07,1955.25882865745,1897.93433478007,-8.74142092214223e-08,0.959730148450566,-1.25237443298516e-09
0.035,-1.81976015916317e-06,5.17286819588804e-08,-0.000281183827204784,-1.0401833889978e-07,1863.43249807487,1835.78347274311,-9.33788555162694e-08,1.021240271597,-1.32514023346699e-09
0.036,-1.82637448711657e-06,5.49616148779486e-08,-0.000288062465675747,-1.03875767019513e-07,1857.67151858975,1687.90038414084,-9.39845518363183e-08,0.937393162885418,-1.41125811605246e-09
0.037,-1.83307237696176e-06,5.81945480377519e-08,-0.000294949517368753,-1.03752796887782e-07,1845.51096727264,2020.81680678342,-8.4364118281969e-08,0.951436050618941,-1.4865385886958e-09
0.038,-1.83985371458341e-06,6.14274799200956e-08,-0.00030184497061831,-1.03645280930053e-07,2162.91908493475,1887.92020372447,-8.50752963178819e-08,1.03140131177185,-1.56227062842192e-09
0.039,-1.84671840825455e-06,6.46604093060553e-08,-0.000308748816009248,-1.03549899507335e-07,2094.03665953658,1787.24433878921,-9.23429045818336e-08,1.11712969806688,-1.63340913996842e-09
0.04,-1.85366638416444e-06,6.78933352160369e-08,-0.000315661045932643,-1.03463996651087e-07,1882.60074937984,1792.03229128892,-8.75811384069002e-08,0.984817842375079,-1.69615560883831e-09
0.041,-1.37456501438961e-06,6.76665210645483e-08,-0.000315908434779602,-2.49963400864908e-08,2044.81175149936,1965.33275108164,-2.56050823062869e-08,1.00898846732907,-1.73006397199508e-09
0.042,-8.95292743609624e-07,6.74364093887867e-08,-0.000316139799654273,-5.92813119904425e-08,1852.86826804738,1883.3045089359,-5.91947983261764e-08,0.998238593650005,-1.79954958335673e-09
0.043,-4.1611268795233e-07,6.72064095508179e-08,-0.000316380339962149,-5.81113309356463e-08,1891.99863362459,1902.17428978392,-5.66651935868198e-08,1.06676276435776,-1.85992814590305e-09
0.044,6.29768760352506e-08,6.69764991864284e-08,-0.000316629890568276,-5.71721390570189e-08,1923.07399664154,1849.04257392295,-5.7666448552836e-08,0.929651665574689,-1.92769969895963e-09
0.045,5.4197732994414e-07,6.67466603695131e-08,-0.000316888319096138,-5.64179316724813e-08,2084.16424035805,1722.39847240754,-5.50650730706477e-08,0.932147748282109,-1.96970919082282e-09
0.046,1.02088977906555e-06,6.65168787594962e-08,-0.000317155519645278,-5.5811728314799e-08,1894.01928649206,1988.89872990499,-6.05832078177331e-08,1.07892604346546,-2.03887804952948e-09
0.047,1.49971510765221e-06,6.62871428842599e-08,-0.000317431407496068,-5.53239447311306e-08,1841.63209324707,1794.32096152235,-5.41316036206011e-08,1.06514632620699,-2.09627474171069e-09
0.048,1.97845402312609e-06,6.60574435663924e-08,-0.000317715914873524,-5.49309136925643e-08,1979.79263906697,1971.91477742538,-6.07791750496673e-08,1.02025709849338,-2.13941669498083e-09
