x,y,theta,wc,df,dr,gyro,hx,hy
5000.0,5000.0,3.141592653589793,0.0,5025.899921996269,4569.679005646026,0.0,-0.924110017538497,1.2711276843198732e-16
5000.0,5000.0,3.141592653589793,0.0,4672.238252369432,4902.057991443672,0.0,-1.0139334913579894,1.243464824570348e-16
4999.99989048059,5000.0,3.14159290155827,0.00024796847674560946,4462.201655509343,4628.635775670742,0.0002699287776713702,-0.9663708778944723,-2.486434632905996e-07
4999.999671441768,4999.999999999945,3.1415933974952237,0.0004959369534912189,4442.507799869491,5101.071589412417,0.0004682549481337802,-1.0279300466110888,-6.931041197696868e-07
4999.999342883537,4999.999999999701,3.1415941414006534,0.0007439054302368283,4902.992159940057,4835.622593352999,0.0007644908871524654,-0.9355929875118993,-1.4673275281815512e-06
4999.998904805895,4999.99999999905,3.1415951332745604,0.0009918739069824378,4648.985504634622,4777.622425529712,0.0009526833856956618,-0.9632256250753166,-2.5339754345889126e-06
4999.998357208842,4999.999999997692,3.141596373116944,0.0012398423837280473,4376.370307028195,4190.281422763202,0.001298284554238514,-0.9961519772940305,-3.53409418946768e-06
4999.997700092379,4999.999999995248,3.141597860927805,0.0014878108604736565,5171.887053888316,4907.31546018544,0.00150398965019961,-1.0119005100300387,-5.381317483481025e-06
4999.996933456505,4999.999999991255,3.141599596707142,0.0017357793372192664,4870.016602740064,4520.262602824517,0.0015830730459317575,-1.0191203964164322,-6.323210412917945e-06
4999.99605730122,4999.999999985172,3.141601580454956,0.0019837478139648757,4252.276970172863,4571.810757483737,0.002052930204244842,-0.9766566055519786,-9.283416799786915e-06
4999.995071626525,4999.999999976372,3.1416038121712475,0.0022317162907104855,4568.844936261895,4874.833115136363,0.0021953133465642026,-1.0136977011542811,-1.155310266747794e-05
4999.993976432419,4999.999999964151,3.1416062918560153,0.002479684767456095,4529.95750487811,5086.807340066777,0.0024869120341380535,-0.9376400076142352,-1.4664360571598953e-05
4999.992771718903,4999.999999947721,3.141609019509259,0.0027276532442017045,4709.392632167117,4521.447782498965,0.0027147904297590694,-1.0357481215666042,-1.6911818528170893e-05
4999.991457485976,4999.999999926213,3.14161199513098,0.0029756217209473143,4685.056078517532,4777.3831825576035,0.0026921236086796013,-1.039809890929188,-1.8266154414032583e-05
4999.9900337336385,4999.999999898675,3.141615218721178,0.0032235901976929247,4630.124854055736,4498.880508889991,0.0033615630197499588,-1.0743693055815025,-2.3090134978312087e-05
4999.988500461891,4999.999999864077,3.141618690279852,0.003471558674438534,4778.685390747553,4205.084279666624,0.0034738843837067634,-0.9848238058763853,-2.7686289020092675e-05
4999.986857670733,4999.999999821304,3.141622409807004,0.0037195271511841436,4808.026136362946,4262.563918064128,0.0037604719092770044,-0.9845547903219686,-3.0671780206657044e-05
4999.985105360165,4999.999999769162,3.141626377302632,0.003967495627929753,4064.961334008716,4567.367802328595,0.003987363329787957,-1.0116669447805775,-3.656835930620192e-05
4999.983243530187,4999.999999706374,3.1416305927667363,0.004215464104675363,4881.533768145436,4901.051656652246,0.004256759818124492,-0.9659686108293863,-3.6911604028068556e-05
4999.981272180798,4999.999999631583,3.141635056199318,0.004463432581420973,5000.024373367467,4595.116886886968,0.004512189211565737,-0.9874981705964186,-4.187043651826552e-05
4999.979191312,4999.999999543348,3.1416397676003758,0.004711401058166583,4974.449524440161,4763.618663935758,0.004704329447904521,-0.9847362621623451,-4.5410437229595195e-05
4999.977000923791,4999.9999994401505,3.141644726969911,0.004959369534912192,4660.215181228143,4755.354004699622,0.0049508979265172545,-1.040325199438807,-4.78425284118164e-05
4999.974701016172,4999.999999320387,3.1416499343079227,0.005207338011657801,4467.267259555803,4475.849035065805,0.005388825189008586,-0.9582085797870425,-5.588337869282208e-05
4999.972291589143,4999.999999182373,3.141655389614412,0.0054553064884034115,4763.76950077178,4231.535373237216,0.005450689336196211,-1.0020239292074589,-6.260778648035917e-05
4999.969772642705,4999.999999024344,3.141661092889377,0.005703274965149021,4731.701911351831,4141.910923355348,0.005730209152029277,-1.0193142218049722,-6.517627384494558e-05
4999.967144176858,4999.999998844454,3.141667044132819,0.005951243441894631,4628.6715575533835,4822.43714567759,0.006143044196612311,-1.013797179098529,-7.397039133368959e-05
4999.9644061916015,4999.999998640774,3.141673243344738,0.006199211918640241,4864.583286062364,4695.506765507393,0.006020391363227868,-0.9459469534323333,-8.223573673215048e-05
4999.961558686936,4999.999998411295,3.1416796905251334,0.00644718039538585,5379.2473120045415,4772.190708942036,0.006115478912091499,-0.9811394543198336,-8.475334586224618e-05
4999.958601662862,4999.999998153925,3.141686385674005,0.006695148872131459,4171.382035678361,4479.36872420092,0.006780657376614986,-1.0595267032554763,-9.724384551264275e-05
4999.955535119379,4999.999997866492,3.1416933287913538,0.006943117348877068,4882.541806878796,5008.566718022535,0.007095419869161275,-0.9794925785126853,-9.42538746629595e-05
4999.952359056489,4999.999997546741,3.1417005198771797,0.0071910858256226794,4924.669715326332,4582.638242086463,0.0072420351252272435,-0.9547205556908995,-0.0001055205228031195
4999.949073474191,4999.999997192337,3.1417079589314816,0.007439054302368291,4741.208145271516,4849.870890016313,0.0074975035986779345,-1.028546632018713,-0.00011501284277045138
4999.945678372486,4999.999996800863,3.141715645954261,0.007687022779113899,4615.598621859923,4412.311163791167,0.0076746269606404755,-1.0206406699069928,-0.0001251363721155176
4999.942173751375,4999.999996369822,3.1417235809455164,0.007934991255859508,4362.690571813839,5135.432646003449,0.0088777697331683,-0.9073970593651345,-0.00013895182474157427
4999.938559610857,4999.999995896632,3.1417317639052493,0.008182959732605117,5281.5027355022985,4495.332221742347,0.00811823793629679,-0.9575357170643565,-0.00013476492394593574
4999.934835950933,4999.999995378633,3.1417401948334587,0.008430928209350728,4666.809513350404,4838.7508388823935,0.007715443900519118,-1.0561090103697237,-0.0001503965505162056
4999.931002771606,4999.999994813081,3.1417488737301444,0.008678896686096338,4907.1383855545355,4827.466650042427,0.008853093003523627,-0.9888135503745011,-0.00016176418073503602
4999.927060072873,4999.999994197152,3.141757800595307,0.008926865162841949,5090.674141572523,4447.692171617512,0.010357699507860647,-1.0034083662791868,-0.00017128311481043348
4999.923007854737,4999.99999352794,3.1417669754289466,0.009174833639587555,4356.134811107575,4789.827647024272,0.009463396367299535,-0.9180273641314016,-0.00017534400479866547
4999.918846117199,4999.999992802459,3.141776398231063,0.009422802116333166,4982.526694504154,4346.433609561454,0.009051915764976964,-0.9510525561551046,-0.00018031448922353017
4999.91457486026,4999.999992017639,3.1417860690016557,0.009670770593078776,4654.48635388844,4995.559092962007,0.00940448991800437,-1.005187433550386,-0.0001812817182404315
